country,iso_a3,valid_name,taxon,REALM,CRIIS.check,CRIIS_status
Belgium,BEL,Anas acuta,Birds,Freshwater,0,NA
Belgium,BEL,Anas crecca,Birds,Freshwater,0,NA
Belgium,BEL,Anas platyrhynchos,Birds,Freshwater,0,NA
Belgium,BEL,Anser albifrons,Birds,Freshwater,0,NA
Belgium,BEL,Anser anser,Birds,Freshwater,1,non-native
Belgium,BEL,Ardea cinerea,Birds,Freshwater,0,NA
Belgium,BEL,Arenaria interpres,Birds,Freshwater,0,NA
Belgium,BEL,Aythya ferina,Birds,Freshwater,0,NA
Belgium,BEL,Aythya fuligula,Birds,Freshwater,0,NA
Belgium,BEL,Branta canadensis,Birds,Freshwater,1,non-native
Belgium,BEL,Calidris alba,Birds,Freshwater,0,NA
Belgium,BEL,Calidris alpina,Birds,Freshwater,0,NA
Belgium,BEL,Charadrius hiaticula,Birds,Freshwater,0,NA
Belgium,BEL,Cygnus columbianus,Birds,Freshwater,0,NA
Belgium,BEL,Cygnus olor,Birds,Freshwater,0,NA
Belgium,BEL,Egretta garzetta,Birds,Freshwater,0,NA
Belgium,BEL,Fulica atra,Birds,Freshwater,0,NA
Belgium,BEL,Gallinago gallinago,Birds,Freshwater,0,NA
Belgium,BEL,Gallinula chloropus,Birds,Freshwater,0,NA
Belgium,BEL,Haematopus ostralegus,Birds,Freshwater,0,NA
Belgium,BEL,Limosa lapponica,Birds,Freshwater,0,NA
Belgium,BEL,Mareca penelope,Birds,Freshwater,0,NA
Belgium,BEL,Mareca strepera,Birds,Freshwater,0,NA
Belgium,BEL,Mergus serrator,Birds,Freshwater,0,NA
Belgium,BEL,Numenius arquata,Birds,Freshwater,0,NA
Belgium,BEL,Phalacrocorax carbo,Birds,Freshwater,0,NA
Belgium,BEL,Philomachus pugnax,Birds,Freshwater,0,NA
Belgium,BEL,Platalea leucorodia,Birds,Freshwater,0,NA
Belgium,BEL,Pluvialis apricaria,Birds,Freshwater,0,NA
Belgium,BEL,Pluvialis squatarola,Birds,Freshwater,0,NA
Belgium,BEL,Podiceps cristatus,Birds,Freshwater,0,NA
Belgium,BEL,Recurvirostra avosetta,Birds,Freshwater,0,NA
Belgium,BEL,Spatula clypeata,Birds,Freshwater,0,NA
Belgium,BEL,Sterna hirundo,Birds,Freshwater,0,NA
Belgium,BEL,Tachybaptus ruficollis,Birds,Freshwater,0,NA
Belgium,BEL,Tadorna tadorna,Birds,Freshwater,0,NA
Belgium,BEL,Tringa erythropus,Birds,Freshwater,0,NA
Belgium,BEL,Tringa nebularia,Birds,Freshwater,0,NA
Belgium,BEL,Tringa totanus,Birds,Freshwater,0,NA
Belgium,BEL,Vanellus vanellus,Birds,Freshwater,0,NA
Bulgaria,BGR,Alcedo atthis,Birds,Freshwater,0,NA
Bulgaria,BGR,Anas acuta,Birds,Freshwater,0,NA
Bulgaria,BGR,Anas crecca,Birds,Freshwater,0,NA
Bulgaria,BGR,Anas platyrhynchos,Birds,Freshwater,0,NA
Bulgaria,BGR,Anser albifrons,Birds,Freshwater,0,NA
Bulgaria,BGR,Anser anser,Birds,Freshwater,0,NA
Bulgaria,BGR,Ardea alba,Birds,Freshwater,0,NA
Bulgaria,BGR,Ardea cinerea,Birds,Freshwater,0,NA
Bulgaria,BGR,Aythya ferina,Birds,Freshwater,0,NA
Bulgaria,BGR,Aythya fuligula,Birds,Freshwater,0,NA
Bulgaria,BGR,Aythya nyroca,Birds,Freshwater,0,NA
Bulgaria,BGR,Branta ruficollis,Birds,Freshwater,0,NA
Bulgaria,BGR,Bucephala clangula,Birds,Freshwater,0,NA
Bulgaria,BGR,Cygnus cygnus,Birds,Freshwater,0,NA
Bulgaria,BGR,Cygnus olor,Birds,Freshwater,0,NA
Bulgaria,BGR,Fulica atra,Birds,Freshwater,0,NA
Bulgaria,BGR,Gallinula chloropus,Birds,Freshwater,0,NA
Bulgaria,BGR,Gavia arctica,Birds,Freshwater,0,NA
Bulgaria,BGR,Gavia stellata,Birds,Freshwater,0,NA
Bulgaria,BGR,Larus cachinnans,Birds,Freshwater,0,NA
Bulgaria,BGR,Larus canus,Birds,Freshwater,0,NA
Bulgaria,BGR,Larus michahellis,Birds,Freshwater,0,NA
Bulgaria,BGR,Larus ridibundus,Birds,Freshwater,0,NA
Bulgaria,BGR,Mareca penelope,Birds,Freshwater,0,NA
Bulgaria,BGR,Mareca strepera,Birds,Freshwater,0,NA
Bulgaria,BGR,Mergellus albellus,Birds,Freshwater,0,NA
Bulgaria,BGR,Mergus merganser,Birds,Freshwater,0,NA
Bulgaria,BGR,Microcarbo pygmeus,Birds,Freshwater,0,NA
Bulgaria,BGR,Netta rufina,Birds,Freshwater,0,NA
Bulgaria,BGR,Pelecanus crispus,Birds,Freshwater,0,NA
Bulgaria,BGR,Phalacrocorax carbo,Birds,Freshwater,0,NA
Bulgaria,BGR,Podiceps cristatus,Birds,Freshwater,0,NA
Bulgaria,BGR,Podiceps nigricollis,Birds,Freshwater,0,NA
Bulgaria,BGR,Rallus aquaticus,Birds,Freshwater,0,NA
Bulgaria,BGR,Spatula clypeata,Birds,Freshwater,0,NA
Bulgaria,BGR,Tachybaptus ruficollis,Birds,Freshwater,0,NA
Bulgaria,BGR,Tadorna ferruginea,Birds,Freshwater,0,NA
Norway,-99,Actitis hypoleucos,Birds,Freshwater,0,NA
Norway,-99,Anas acuta,Birds,Freshwater,0,NA
Norway,-99,Anas crecca,Birds,Freshwater,0,NA
Norway,-99,Anas platyrhynchos,Birds,Freshwater,0,NA
Norway,-99,Anser albifrons,Birds,Freshwater,0,NA
Norway,-99,Anser fabalis,Birds,Freshwater,0,NA
Norway,-99,Ardea cinerea,Birds,Freshwater,0,NA
Norway,-99,Arenaria interpres,Birds,Freshwater,0,NA
Norway,-99,Aythya ferina,Birds,Freshwater,0,NA
Norway,-99,Aythya fuligula,Birds,Freshwater,0,NA
Norway,-99,Aythya marila,Birds,Freshwater,0,NA
Norway,-99,Bucephala clangula,Birds,Freshwater,0,NA
Norway,-99,Calidris alpina,Birds,Freshwater,0,NA
Norway,-99,Calidris ferruginea,Birds,Freshwater,0,NA
Norway,-99,Calidris maritima,Birds,Freshwater,0,NA
Norway,-99,Calidris temminckii,Birds,Freshwater,0,NA
Norway,-99,Charadrius hiaticula,Birds,Freshwater,0,NA
Norway,-99,Chroicocephalus ridibundus,Birds,Freshwater,0,NA
Norway,-99,Clangula hyemalis,Birds,Freshwater,0,NA
Norway,-99,Cygnus cygnus,Birds,Freshwater,0,NA
Norway,-99,Gallinago gallinago,Birds,Freshwater,0,NA
Norway,-99,Gavia arctica,Birds,Freshwater,0,NA
Norway,-99,Gavia stellata,Birds,Freshwater,0,NA
Norway,-99,Grus grus,Birds,Freshwater,0,NA
Norway,-99,Haematopus ostralegus,Birds,Freshwater,0,NA
Norway,-99,Hydrocoloeus minutus,Birds,Freshwater,0,NA
Norway,-99,Larus argentatus,Birds,Freshwater,0,NA
Norway,-99,Larus canus,Birds,Freshwater,0,NA
Norway,-99,Larus fuscus,Birds,Freshwater,0,NA
Norway,-99,Larus marinus,Birds,Freshwater,0,NA
Norway,-99,Limosa lapponica,Birds,Freshwater,0,NA
Norway,-99,Lymnocryptes minimus,Birds,Freshwater,0,NA
Norway,-99,Mareca penelope,Birds,Freshwater,0,NA
Norway,-99,Mareca strepera,Birds,Freshwater,0,NA
Norway,-99,Melanitta fusca,Birds,Freshwater,0,NA
Norway,-99,Melanitta nigra,Birds,Freshwater,0,NA
Norway,-99,Mergellus albellus,Birds,Freshwater,0,NA
Norway,-99,Mergus merganser,Birds,Freshwater,0,NA
Norway,-99,Mergus serrator,Birds,Freshwater,0,NA
Norway,-99,Numenius arquata,Birds,Freshwater,0,NA
Norway,-99,Numenius phaeopus,Birds,Freshwater,0,NA
Norway,-99,Phalacrocorax carbo,Birds,Freshwater,0,NA
Norway,-99,Phalaropus lobatus,Birds,Freshwater,0,NA
Norway,-99,Philomachus pugnax,Birds,Freshwater,0,NA
Norway,-99,Pluvialis apricaria,Birds,Freshwater,0,NA
Norway,-99,Spatula clypeata,Birds,Freshwater,0,NA
Norway,-99,Spatula querquedula,Birds,Freshwater,0,NA
Norway,-99,Stercorarius parasiticus,Birds,Freshwater,0,NA
Norway,-99,Sterna hirundo,Birds,Freshwater,0,NA
Norway,-99,Sterna paradisaea,Birds,Freshwater,0,NA
Norway,-99,Tringa erythropus,Birds,Freshwater,0,NA
Norway,-99,Tringa glareola,Birds,Freshwater,0,NA
Norway,-99,Tringa nebularia,Birds,Freshwater,0,NA
Norway,-99,Tringa totanus,Birds,Freshwater,0,NA
Spain,ESP,Actitis hypoleucos,Birds,Freshwater,0,NA
Spain,ESP,Alcedo atthis,Birds,Freshwater,0,NA
Spain,ESP,Alopochen aegyptiaca,Birds,Freshwater,1,non-native
Spain,ESP,Anas acuta,Birds,Freshwater,0,NA
Spain,ESP,Anas crecca,Birds,Freshwater,0,NA
Spain,ESP,Anas platyrhynchos,Birds,Freshwater,1,non-native
Spain,ESP,Anser anser,Birds,Freshwater,0,NA
Spain,ESP,Ardea alba,Birds,Freshwater,0,NA
Spain,ESP,Ardea cinerea,Birds,Freshwater,0,NA
Spain,ESP,Ardea purpurea,Birds,Freshwater,0,NA
Spain,ESP,Ardeola ralloides,Birds,Freshwater,0,NA
Spain,ESP,Arenaria interpres,Birds,Freshwater,0,NA
Spain,ESP,Aythya ferina,Birds,Freshwater,0,NA
Spain,ESP,Aythya fuligula,Birds,Freshwater,0,NA
Spain,ESP,Aythya nyroca,Birds,Freshwater,0,NA
Spain,ESP,Botaurus stellaris,Birds,Freshwater,0,NA
Spain,ESP,Bubulcus ibis,Birds,Freshwater,0,NA
Spain,ESP,Bucephala clangula,Birds,Freshwater,0,NA
Spain,ESP,Burhinus oedicnemus,Birds,Freshwater,0,NA
Spain,ESP,Calidris alba,Birds,Freshwater,0,NA
Spain,ESP,Calidris alpina,Birds,Freshwater,0,NA
Spain,ESP,Calidris minuta,Birds,Freshwater,0,NA
Spain,ESP,Calidris temminckii,Birds,Freshwater,0,NA
Spain,ESP,Charadrius alexandrinus,Birds,Freshwater,0,NA
Spain,ESP,Charadrius dubius,Birds,Freshwater,0,NA
Spain,ESP,Charadrius hiaticula,Birds,Freshwater,0,NA
Spain,ESP,Chen rossii,Birds,Freshwater,0,NA
Spain,ESP,Chroicocephalus ridibundus,Birds,Freshwater,0,NA
Spain,ESP,Ciconia ciconia,Birds,Freshwater,0,NA
Spain,ESP,Circus aeruginosus,Birds,Freshwater,0,NA
Spain,ESP,Circus cyaneus,Birds,Freshwater,0,NA
Spain,ESP,Circus macrourus,Birds,Freshwater,0,NA
Spain,ESP,Cygnus atratus,Birds,Freshwater,0,NA
Spain,ESP,Cygnus olor,Birds,Freshwater,0,NA
Spain,ESP,Egretta garzetta,Birds,Freshwater,0,NA
Spain,ESP,Fulica atra,Birds,Freshwater,0,NA
Spain,ESP,Fulica cristata,Birds,Freshwater,0,NA
Spain,ESP,Gallinago gallinago,Birds,Freshwater,0,NA
Spain,ESP,Gallinula chloropus,Birds,Freshwater,0,NA
Spain,ESP,Grus grus,Birds,Freshwater,0,NA
Spain,ESP,Himantopus himantopus,Birds,Freshwater,0,NA
Spain,ESP,Ichthyaetus audouinii,Birds,Freshwater,0,NA
Spain,ESP,Ixobrychus minutus,Birds,Freshwater,0,NA
Spain,ESP,Larus fuscus,Birds,Freshwater,0,NA
Spain,ESP,Larus michahellis,Birds,Freshwater,0,NA
Spain,ESP,Limosa lapponica,Birds,Freshwater,0,NA
Spain,ESP,Limosa limosa,Birds,Freshwater,0,NA
Spain,ESP,Lymnocryptes minimus,Birds,Freshwater,0,NA
Spain,ESP,Mareca penelope,Birds,Freshwater,0,NA
Spain,ESP,Mareca strepera,Birds,Freshwater,0,NA
Spain,ESP,Marmaronetta angustirostris,Birds,Freshwater,0,NA
Spain,ESP,Melanitta nigra,Birds,Freshwater,0,NA
Spain,ESP,Mergus serrator,Birds,Freshwater,0,NA
Spain,ESP,Netta rufina,Birds,Freshwater,0,NA
Spain,ESP,Numenius arquata,Birds,Freshwater,0,NA
Spain,ESP,Nycticorax nycticorax,Birds,Freshwater,0,NA
Spain,ESP,Oxyura leucocephala,Birds,Freshwater,0,NA
Spain,ESP,Pandion haliaetus,Birds,Freshwater,0,NA
Spain,ESP,Phalacrocorax carbo,Birds,Freshwater,0,NA
Spain,ESP,Philomachus pugnax,Birds,Freshwater,0,NA
Spain,ESP,Phoenicopterus roseus,Birds,Freshwater,0,NA
Spain,ESP,Phoenicopterus ruber,Birds,Freshwater,0,NA
Spain,ESP,Platalea leucorodia,Birds,Freshwater,0,NA
Spain,ESP,Plegadis falcinellus,Birds,Freshwater,0,NA
Spain,ESP,Pluvialis apricaria,Birds,Freshwater,0,NA
Spain,ESP,Pluvialis squatarola,Birds,Freshwater,0,NA
Spain,ESP,Podiceps cristatus,Birds,Freshwater,0,NA
Spain,ESP,Podiceps nigricollis,Birds,Freshwater,0,NA
Spain,ESP,Porphyrio porphyrio,Birds,Freshwater,0,NA
Spain,ESP,Rallus aquaticus,Birds,Freshwater,0,NA
Spain,ESP,Recurvirostra avosetta,Birds,Freshwater,0,NA
Spain,ESP,Spatula clypeata,Birds,Freshwater,0,NA
Spain,ESP,Spatula querquedula,Birds,Freshwater,0,NA
Spain,ESP,Tachybaptus ruficollis,Birds,Freshwater,0,NA
Spain,ESP,Tadorna ferruginea,Birds,Freshwater,0,NA
Spain,ESP,Tadorna tadorna,Birds,Freshwater,0,NA
Spain,ESP,Thalasseus sandvicensis,Birds,Freshwater,0,NA
Spain,ESP,Threskiornis aethiopicus,Birds,Freshwater,1,non-native
Spain,ESP,Tringa erythropus,Birds,Freshwater,0,NA
Spain,ESP,Tringa glareola,Birds,Freshwater,0,NA
Spain,ESP,Tringa nebularia,Birds,Freshwater,0,NA
Spain,ESP,Tringa ochropus,Birds,Freshwater,0,NA
Spain,ESP,Tringa totanus,Birds,Freshwater,0,NA
Spain,ESP,Vanellus vanellus,Birds,Freshwater,0,NA
Canada,CAN,Aethia cristatella,Birds,Marine,0,NA
Canada,CAN,Aethia psittacula,Birds,Marine,0,NA
Canada,CAN,Aethia pusilla,Birds,Marine,0,NA
Canada,CAN,Alca torda,Birds,Marine,0,NA
Canada,CAN,Alle alle,Birds,Marine,0,NA
Canada,CAN,Anas crecca,Birds,Marine,0,NA
Canada,CAN,Anas platyrhynchos,Birds,Marine,0,NA
Canada,CAN,Anas rubripes,Birds,Marine,0,NA
Canada,CAN,Anser albifrons,Birds,Marine,0,NA
Canada,CAN,Ardea herodias,Birds,Marine,0,NA
Canada,CAN,Aythya affinis,Birds,Marine,0,NA
Canada,CAN,Brachyramphus brevirostris,Birds,Marine,0,NA
Canada,CAN,Branta canadensis,Birds,Marine,0,NA
Canada,CAN,Bucephala albeola,Birds,Marine,0,NA
Canada,CAN,Calonectris borealis,Birds,Marine,0,NA
Canada,CAN,Cepphus columba,Birds,Marine,0,NA
Canada,CAN,Cepphus grylle,Birds,Marine,0,NA
Canada,CAN,Cerorhinca monocerata,Birds,Marine,0,NA
Canada,CAN,Chen caerulescens,Birds,Marine,0,NA
Canada,CAN,Chlidonias niger,Birds,Marine,0,NA
Canada,CAN,Clangula hyemalis,Birds,Marine,0,NA
Canada,CAN,Fratercula arctica,Birds,Marine,0,NA
Canada,CAN,Fratercula cirrhata,Birds,Marine,0,NA
Canada,CAN,Fratercula corniculata,Birds,Marine,0,NA
Canada,CAN,Fulmarus glacialis,Birds,Marine,0,NA
Canada,CAN,Gavia adamsii,Birds,Marine,0,NA
Canada,CAN,Gavia immer,Birds,Marine,0,NA
Canada,CAN,Gavia pacifica,Birds,Marine,0,NA
Canada,CAN,Gavia stellata,Birds,Marine,0,NA
Canada,CAN,Histrionicus histrionicus,Birds,Marine,0,NA
Canada,CAN,Hydrobates pelagicus,Birds,Marine,0,NA
Canada,CAN,Hydroprogne caspia,Birds,Marine,0,NA
Canada,CAN,Larus argentatus,Birds,Marine,0,NA
Canada,CAN,Larus atricilla,Birds,Marine,0,NA
Canada,CAN,Larus cachinnans,Birds,Marine,0,NA
Canada,CAN,Larus californicus,Birds,Marine,0,NA
Canada,CAN,Larus delawarensis,Birds,Marine,0,NA
Canada,CAN,Larus fuscus,Birds,Marine,0,NA
Canada,CAN,Larus glaucescens,Birds,Marine,0,NA
Canada,CAN,Larus glaucoides,Birds,Marine,0,NA
Canada,CAN,Larus hyperboreus,Birds,Marine,0,NA
Canada,CAN,Larus marinus,Birds,Marine,0,NA
Canada,CAN,Larus philadelphia,Birds,Marine,0,NA
Canada,CAN,Larus ridibundus,Birds,Marine,0,NA
Canada,CAN,Larus schistisagus,Birds,Marine,0,NA
Canada,CAN,Larus thayeri,Birds,Marine,0,NA
Canada,CAN,Melanitta fusca,Birds,Marine,0,NA
Canada,CAN,Melanitta nigra,Birds,Marine,0,NA
Canada,CAN,Melanitta perspicillata,Birds,Marine,0,NA
Canada,CAN,Mergus merganser,Birds,Marine,0,NA
Canada,CAN,Mergus serrator,Birds,Marine,0,NA
Canada,CAN,Morus bassanus,Birds,Marine,0,NA
Canada,CAN,Oceanites oceanicus,Birds,Marine,0,NA
Canada,CAN,Oceanodroma furcata,Birds,Marine,0,NA
Canada,CAN,Oceanodroma leucorhoa,Birds,Marine,0,NA
Canada,CAN,Onychoprion aleuticus,Birds,Marine,0,NA
Canada,CAN,Pagophila eburnea,Birds,Marine,0,NA
Canada,CAN,Pelagodroma marina,Birds,Marine,0,NA
Canada,CAN,Pelecanus occidentalis,Birds,Marine,0,NA
Canada,CAN,Phaethon lepturus,Birds,Marine,0,NA
Canada,CAN,Phalacrocorax auritus,Birds,Marine,0,NA
Canada,CAN,Phalacrocorax carbo,Birds,Marine,0,NA
Canada,CAN,Phalacrocorax pelagicus,Birds,Marine,0,NA
Canada,CAN,Phalaropus fulicarius,Birds,Marine,0,NA
Canada,CAN,Phalaropus lobatus,Birds,Marine,0,NA
Canada,CAN,Phalaropus tricolor,Birds,Marine,0,NA
Canada,CAN,Phoebastria immutabilis,Birds,Marine,0,NA
Canada,CAN,Phoebastria nigripes,Birds,Marine,0,NA
Canada,CAN,Podiceps grisegena,Birds,Marine,0,NA
Canada,CAN,Pterodroma hasitata,Birds,Marine,0,NA
Canada,CAN,Pterodroma inexpectata,Birds,Marine,0,NA
Canada,CAN,Pterodroma ultima,Birds,Marine,0,NA
Canada,CAN,Ptychoramphus aleuticus,Birds,Marine,0,NA
Canada,CAN,Puffinus auricularis,Birds,Marine,0,NA
Canada,CAN,Puffinus creatopus,Birds,Marine,0,NA
Canada,CAN,Puffinus gravis,Birds,Marine,0,NA
Canada,CAN,Puffinus griseus,Birds,Marine,0,NA
Canada,CAN,Puffinus lherminieri,Birds,Marine,0,NA
Canada,CAN,Puffinus puffinus,Birds,Marine,0,NA
Canada,CAN,Puffinus tenuirostris,Birds,Marine,0,NA
Canada,CAN,Puffinus yelkouan,Birds,Marine,0,NA
Canada,CAN,Rhodostethia rosea,Birds,Marine,0,NA
Canada,CAN,Rissa brevirostris,Birds,Marine,0,NA
Canada,CAN,Rissa tridactyla,Birds,Marine,0,NA
Canada,CAN,Rynchops niger,Birds,Marine,0,NA
Canada,CAN,Somateria mollissima,Birds,Marine,0,NA
Canada,CAN,Somateria spectabilis,Birds,Marine,0,NA
Canada,CAN,Stercorarius longicaudus,Birds,Marine,0,NA
Canada,CAN,Stercorarius maccormicki,Birds,Marine,0,NA
Canada,CAN,Stercorarius parasiticus,Birds,Marine,0,NA
Canada,CAN,Stercorarius pomarinus,Birds,Marine,0,NA
Canada,CAN,Stercorarius skua,Birds,Marine,0,NA
Canada,CAN,Sterna hirundo,Birds,Marine,0,NA
Canada,CAN,Sterna paradisaea,Birds,Marine,0,NA
Canada,CAN,Sternula albifrons,Birds,Marine,0,NA
Canada,CAN,Sula dactylatra,Birds,Marine,0,NA
Canada,CAN,Sula leucogaster,Birds,Marine,0,NA
Canada,CAN,Sula sula,Birds,Marine,0,NA
Canada,CAN,Synthliboramphus antiquus,Birds,Marine,0,NA
Canada,CAN,Synthliboramphus hypoleucus,Birds,Marine,0,NA
Canada,CAN,Uria aalge,Birds,Marine,0,NA
Canada,CAN,Uria lomvia,Birds,Marine,0,NA
Canada,CAN,Xema sabini,Birds,Marine,0,NA
Italy,ITA,Chroicocephalus genei,Birds,Marine,0,NA
Italy,ITA,Chroicocephalus ridibundus,Birds,Marine,0,NA
Italy,ITA,Gelochelidon nilotica,Birds,Marine,0,NA
Italy,ITA,Hydroprogne caspia,Birds,Marine,0,NA
Italy,ITA,Ichthyaetus melanocephalus,Birds,Marine,0,NA
Italy,ITA,Larus michahellis,Birds,Marine,0,NA
Italy,ITA,Sterna hirundo,Birds,Marine,0,NA
Italy,ITA,Sternula albifrons,Birds,Marine,0,NA
Italy,ITA,Thalasseus sandvicensis,Birds,Marine,0,NA
Japan,JPN,Actitis hypoleucos,Birds,Marine,0,NA
Japan,JPN,Arenaria interpres,Birds,Marine,0,NA
Japan,JPN,Calidris acuminata,Birds,Marine,0,NA
Japan,JPN,Calidris alba,Birds,Marine,0,NA
Japan,JPN,Calidris alpina,Birds,Marine,0,NA
Japan,JPN,Calidris bairdii,Birds,Marine,0,NA
Japan,JPN,Calidris canutus,Birds,Marine,0,NA
Japan,JPN,Calidris ferruginea,Birds,Marine,0,NA
Japan,JPN,Calidris mauri,Birds,Marine,0,NA
Japan,JPN,Calidris melanotos,Birds,Marine,0,NA
Japan,JPN,Calidris minuta,Birds,Marine,0,NA
Japan,JPN,Calidris ptilocnemis,Birds,Marine,0,NA
Japan,JPN,Calidris ruficollis,Birds,Marine,0,NA
Japan,JPN,Calidris subminuta,Birds,Marine,0,NA
Japan,JPN,Calidris temminckii,Birds,Marine,0,NA
Japan,JPN,Calidris tenuirostris,Birds,Marine,0,NA
Japan,JPN,Charadrius alexandrinus,Birds,Marine,0,NA
Japan,JPN,Charadrius dubius,Birds,Marine,0,NA
Japan,JPN,Charadrius hiaticula,Birds,Marine,0,NA
Japan,JPN,Charadrius leschenaultii,Birds,Marine,0,NA
Japan,JPN,Charadrius mongolus,Birds,Marine,0,NA
Japan,JPN,Charadrius morinellus,Birds,Marine,0,NA
Japan,JPN,Charadrius placidus,Birds,Marine,0,NA
Japan,JPN,Charadrius veredus,Birds,Marine,0,NA
Japan,JPN,Eurynorhynchus pygmeus,Birds,Marine,0,NA
Japan,JPN,Gallinago gallinago,Birds,Marine,0,NA
Japan,JPN,Gallinago hardwickii,Birds,Marine,0,NA
Japan,JPN,Gallinago megala,Birds,Marine,0,NA
Japan,JPN,Gallinago stenura,Birds,Marine,0,NA
Japan,JPN,Glareola maldivarum,Birds,Marine,0,NA
Japan,JPN,Haematopus ostralegus,Birds,Marine,0,NA
Japan,JPN,Himantopus himantopus,Birds,Marine,0,NA
Japan,JPN,Hydrophasianus chirurgus,Birds,Marine,0,NA
Japan,JPN,Larus saundersi,Birds,Marine,0,NA
Japan,JPN,Limicola falcinellus,Birds,Marine,0,NA
Japan,JPN,Limnodromus scolopaceus,Birds,Marine,0,NA
Japan,JPN,Limnodromus semipalmatus,Birds,Marine,0,NA
Japan,JPN,Limosa lapponica,Birds,Marine,0,NA
Japan,JPN,Limosa limosa,Birds,Marine,0,NA
Japan,JPN,Numenius arquata,Birds,Marine,0,NA
Japan,JPN,Numenius madagascariensis,Birds,Marine,0,NA
Japan,JPN,Numenius minutus,Birds,Marine,0,NA
Japan,JPN,Numenius phaeopus,Birds,Marine,0,NA
Japan,JPN,Phalaropus fulicarius,Birds,Marine,0,NA
Japan,JPN,Phalaropus lobatus,Birds,Marine,0,NA
Japan,JPN,Philomachus pugnax,Birds,Marine,0,NA
Japan,JPN,Platalea leucorodia,Birds,Marine,0,NA
Japan,JPN,Platalea minor,Birds,Marine,0,NA
Japan,JPN,Pluvialis fulva,Birds,Marine,0,NA
Japan,JPN,Pluvialis squatarola,Birds,Marine,0,NA
Japan,JPN,Recurvirostra avosetta,Birds,Marine,0,NA
Japan,JPN,Rostratula benghalensis,Birds,Marine,0,NA
Japan,JPN,Scolopax rusticola,Birds,Marine,0,NA
Japan,JPN,Tadorna tadorna,Birds,Marine,0,NA
Japan,JPN,Tringa brevipes,Birds,Marine,0,NA
Japan,JPN,Tringa erythropus,Birds,Marine,0,NA
Japan,JPN,Tringa flavipes,Birds,Marine,0,NA
Japan,JPN,Tringa glareola,Birds,Marine,0,NA
Japan,JPN,Tringa guttifer,Birds,Marine,0,NA
Japan,JPN,Tringa incana,Birds,Marine,0,NA
Japan,JPN,Tringa nebularia,Birds,Marine,0,NA
Japan,JPN,Tringa ochropus,Birds,Marine,0,NA
Japan,JPN,Tringa stagnatilis,Birds,Marine,0,NA
Japan,JPN,Tringa totanus,Birds,Marine,0,NA
Japan,JPN,Vanellus cinereus,Birds,Marine,0,NA
Japan,JPN,Vanellus vanellus,Birds,Marine,0,NA
Japan,JPN,Xenus cinereus,Birds,Marine,0,NA
Spain,ESP,Actitis hypoleucos,Birds,Marine,0,NA
Spain,ESP,Anas acuta,Birds,Marine,0,NA
Spain,ESP,Anas crecca,Birds,Marine,0,NA
Spain,ESP,Anas platyrhynchos,Birds,Marine,1,non-native
Spain,ESP,Anser anser,Birds,Marine,0,NA
Spain,ESP,Ardea alba,Birds,Marine,0,NA
Spain,ESP,Ardea cinerea,Birds,Marine,0,NA
Spain,ESP,Ardeola ralloides,Birds,Marine,0,NA
Spain,ESP,Arenaria interpres,Birds,Marine,0,NA
Spain,ESP,Aythya ferina,Birds,Marine,0,NA
Spain,ESP,Aythya fuligula,Birds,Marine,0,NA
Spain,ESP,Bubulcus ibis,Birds,Marine,0,NA
Spain,ESP,Buteo buteo,Birds,Marine,0,NA
Spain,ESP,Calidris alba,Birds,Marine,0,NA
Spain,ESP,Calidris alpina,Birds,Marine,0,NA
Spain,ESP,Calidris canutus,Birds,Marine,0,NA
Spain,ESP,Calidris minuta,Birds,Marine,0,NA
Spain,ESP,Calonectris diomedea,Birds,Marine,0,NA
Spain,ESP,Charadrius alexandrinus,Birds,Marine,0,NA
Spain,ESP,Charadrius hiaticula,Birds,Marine,0,NA
Spain,ESP,Chlidonias hybrida,Birds,Marine,0,NA
Spain,ESP,Chlidonias leucopterus,Birds,Marine,0,NA
Spain,ESP,Chlidonias niger,Birds,Marine,0,NA
Spain,ESP,Chroicocephalus genei,Birds,Marine,0,NA
Spain,ESP,Circus aeruginosus,Birds,Marine,0,NA
Spain,ESP,Circus cyaneus,Birds,Marine,0,NA
Spain,ESP,Egretta garzetta,Birds,Marine,0,NA
Spain,ESP,Falco columbarius,Birds,Marine,0,NA
Spain,ESP,Falco peregrinus,Birds,Marine,0,NA
Spain,ESP,Falco tinnunculus,Birds,Marine,0,NA
Spain,ESP,Fratercula arctica,Birds,Marine,0,NA
Spain,ESP,Fulica atra,Birds,Marine,0,NA
Spain,ESP,Gallinago gallinago,Birds,Marine,0,NA
Spain,ESP,Gavia immer,Birds,Marine,0,NA
Spain,ESP,Haematopus ostralegus,Birds,Marine,0,NA
Spain,ESP,Hieraaetus pennatus,Birds,Marine,0,NA
Spain,ESP,Hydrobates pelagicus,Birds,Marine,0,NA
Spain,ESP,Ichthyaetus audouinii,Birds,Marine,0,NA
Spain,ESP,Ichthyaetus melanocephalus,Birds,Marine,0,NA
Spain,ESP,Larus audouinii,Birds,Marine,0,NA
Spain,ESP,Larus cachinnans,Birds,Marine,0,NA
Spain,ESP,Larus fuscus,Birds,Marine,0,NA
Spain,ESP,Limosa lapponica,Birds,Marine,0,NA
Spain,ESP,Limosa limosa,Birds,Marine,0,NA
Spain,ESP,Mareca penelope,Birds,Marine,0,NA
