STUDY_ID,valid_name,CEN_LATITUDE,CEN_LONGITUDE,taxon,REALM
125,Chilomycterus schoepfii,31.441647,-78.848859,Fish,Marine
125,Chromis enchrysurus,31.441647,-78.848859,Fish,Marine
125,Conger oceanicus,31.441647,-78.848859,Fish,Marine
125,Decapterus punctatus,31.441647,-78.848859,Fish,Marine
125,Diplectrum formosum,31.441647,-78.848859,Fish,Marine
127,Diplectrum formosum,32.334695,-78.992262,Fish,Marine
125,Diplodus holbrookii,31.441647,-78.848859,Fish,Marine
127,Diplodus holbrookii,32.334695,-78.992262,Fish,Marine
125,Echeneis naucrates,31.441647,-78.848859,Fish,Marine
125,Echeneis neucratoides,31.441647,-78.848859,Fish,Marine
127,Echiophis intertinctus,32.334695,-78.992262,Fish,Marine
125,Epinephelus adscensionis,31.441647,-78.848859,Fish,Marine
125,Epinephelus drummondhayi,31.441647,-78.848859,Fish,Marine
127,Epinephelus drummondhayi,32.334695,-78.992262,Fish,Marine
125,Epinephelus guttatus,31.441647,-78.848859,Fish,Marine
125,Epinephelus morio,31.441647,-78.848859,Fish,Marine
127,Epinephelus morio,32.334695,-78.992262,Fish,Marine
125,Hyporthodus nigritus,31.441647,-78.848859,Fish,Marine
127,Hyporthodus nigritus,32.334695,-78.992262,Fish,Marine
125,Hyporthodus niveatus,31.441647,-78.848859,Fish,Marine
127,Hyporthodus niveatus,32.334695,-78.992262,Fish,Marine
125,Eques lanceolatus,31.441647,-78.848859,Fish,Marine
125,Pareques umbrosus,31.441647,-78.848859,Fish,Marine
127,Pareques umbrosus,32.334695,-78.992262,Fish,Marine
125,Ginglymostoma cirratum,31.441647,-78.848859,Fish,Marine
127,Gymnothorax kolpos,32.334695,-78.992262,Fish,Marine
125,Gymnothorax moringa,31.441647,-78.848859,Fish,Marine
127,Gymnothorax moringa,32.334695,-78.992262,Fish,Marine
125,Gymnothorax polygonius,31.441647,-78.848859,Fish,Marine
125,Gymnothorax saxicola,31.441647,-78.848859,Fish,Marine
127,Gymnothorax saxicola,32.334695,-78.992262,Fish,Marine
125,Gymnothorax vicinus,31.441647,-78.848859,Fish,Marine
125,Haemulon aurolineatum,31.441647,-78.848859,Fish,Marine
127,Haemulon aurolineatum,32.334695,-78.992262,Fish,Marine
125,Haemulon plumierii,31.441647,-78.848859,Fish,Marine
127,Haemulon plumierii,32.334695,-78.992262,Fish,Marine
125,Haemulon sciurus,31.441647,-78.848859,Fish,Marine
125,Haemulon striatum,31.441647,-78.848859,Fish,Marine
127,Haemulon striatum,32.334695,-78.992262,Fish,Marine
125,Halichoeres bivittatus,31.441647,-78.848859,Fish,Marine
125,Halichoeres cyanocephalus,31.441647,-78.848859,Fish,Marine
125,Helicolenus dactylopterus,31.441647,-78.848859,Fish,Marine
127,Hippocampus erectus,32.334695,-78.992262,Fish,Marine
125,Holacanthus bermudensis,31.441647,-78.848859,Fish,Marine
125,Holacanthus ciliaris,31.441647,-78.848859,Fish,Marine
125,Holocentrus adscensionis,31.441647,-78.848859,Fish,Marine
125,Holocentrus rufus,31.441647,-78.848859,Fish,Marine
125,Lachnolaimus maximus,31.441647,-78.848859,Fish,Marine
125,Lagodon rhomboides,31.441647,-78.848859,Fish,Marine
127,Lagodon rhomboides,32.334695,-78.992262,Fish,Marine
125,Lutjanus campechanus,31.441647,-78.848859,Fish,Marine
127,Lutjanus campechanus,32.334695,-78.992262,Fish,Marine
125,Lutjanus griseus,31.441647,-78.848859,Fish,Marine
125,Lutjanus synagris,31.441647,-78.848859,Fish,Marine
125,Lutjanus vivanus,31.441647,-78.848859,Fish,Marine
125,Micropogonias undulatus,31.441647,-78.848859,Fish,Marine
125,Muraena retifera,31.441647,-78.848859,Fish,Marine
127,Muraena retifera,32.334695,-78.992262,Fish,Marine
125,Mycteroperca microlepis,31.441647,-78.848859,Fish,Marine
127,Mycteroperca microlepis,32.334695,-78.992262,Fish,Marine
125,Mycteroperca phenax,31.441647,-78.848859,Fish,Marine
127,Mycteroperca phenax,32.334695,-78.992262,Fish,Marine
127,Ogcocephalus parvus,32.334695,-78.992262,Fish,Marine
125,Opsanus pardus,31.441647,-78.848859,Fish,Marine
127,Opsanus pardus,32.334695,-78.992262,Fish,Marine
125,Orthopristis chrysoptera,31.441647,-78.848859,Fish,Marine
127,Orthopristis chrysoptera,32.334695,-78.992262,Fish,Marine
125,Pagrus pagrus,31.441647,-78.848859,Fish,Marine
127,Pagrus pagrus,32.334695,-78.992262,Fish,Marine
125,Paralichthys dentatus,31.441647,-78.848859,Fish,Marine
125,Paralichthys lethostigma,31.441647,-78.848859,Fish,Marine
125,Paranthias furcifer,31.441647,-78.848859,Fish,Marine
127,Paranthias furcifer,32.334695,-78.992262,Fish,Marine
125,Pomacanthus arcuatus,31.441647,-78.848859,Fish,Marine
125,Pomatomus saltatrix,31.441647,-78.848859,Fish,Marine
125,Prognathodes aya,31.441647,-78.848859,Fish,Marine
125,Psenes maculatus,31.441647,-78.848859,Fish,Marine
125,Pseudupeneus maculatus,31.441647,-78.848859,Fish,Marine
127,Ptereleotris calliura,32.334695,-78.992262,Fish,Marine
125,Remora remora,31.441647,-78.848859,Fish,Marine
125,Rhomboplites aurorubens,31.441647,-78.848859,Fish,Marine
127,Rhomboplites aurorubens,32.334695,-78.992262,Fish,Marine
125,Rypticus maculatus,31.441647,-78.848859,Fish,Marine
127,Rypticus maculatus,32.334695,-78.992262,Fish,Marine
125,Rypticus saponaceus,31.441647,-78.848859,Fish,Marine
127,Rypticus saponaceus,32.334695,-78.992262,Fish,Marine
125,Scorpaena plumieri,31.441647,-78.848859,Fish,Marine
125,Seriola dumerili,31.441647,-78.848859,Fish,Marine
127,Seriola dumerili,32.334695,-78.992262,Fish,Marine
125,Seriola rivoliana,31.441647,-78.848859,Fish,Marine
125,Seriola zonata,31.441647,-78.848859,Fish,Marine
125,Serranus phoebe,31.441647,-78.848859,Fish,Marine
127,Serranus phoebe,32.334695,-78.992262,Fish,Marine
125,Sphoeroides maculatus,31.441647,-78.848859,Fish,Marine
127,Sphoeroides maculatus,32.334695,-78.992262,Fish,Marine
125,Sphyraena barracuda,31.441647,-78.848859,Fish,Marine
125,Stegastes leucostictus,31.441647,-78.848859,Fish,Marine
125,Stenotomus chrysops,31.441647,-78.848859,Fish,Marine
127,Stenotomus chrysops,32.334695,-78.992262,Fish,Marine
125,Stephanolepis hispida,31.441647,-78.848859,Fish,Marine
127,Stephanolepis hispida,32.334695,-78.992262,Fish,Marine
125,Synodus foetens,31.441647,-78.848859,Fish,Marine
125,Synodus intermedius,31.441647,-78.848859,Fish,Marine
127,Trachinocephalus myops,32.334695,-78.992262,Fish,Marine
125,Trinectes maculatus,31.441647,-78.848859,Fish,Marine
289,Alosa pseudoharengus,43.984379,-63.348474,Fish,Marine
289,Alosa sapidissima,43.984379,-63.348474,Fish,Marine
289,Amblyraja radiata,43.984379,-63.348474,Fish,Marine
289,Ammodytes dubius,43.984379,-63.348474,Fish,Marine
289,Anarhichas lupus,43.984379,-63.348474,Fish,Marine
289,Argentina silus,43.984379,-63.348474,Fish,Marine
289,Artediellus atlanticus,43.984379,-63.348474,Fish,Marine
289,Aspidophoroides monopterygius,43.984379,-63.348474,Fish,Marine
289,Brosme brosme,43.984379,-63.348474,Fish,Marine
289,Careproctus reinhardti,43.984379,-63.348474,Fish,Marine
289,Clupea harengus,43.984379,-63.348474,Fish,Marine
289,Cyclopterus lumpus,43.984379,-63.348474,Fish,Marine
289,Diaphus dumerilii,43.984379,-63.348474,Fish,Marine
289,Eumesogrammus praecisus,43.984379,-63.348474,Fish,Marine
289,Gadus morhua,43.984379,-63.348474,Fish,Marine
289,Glyptocephalus cynoglossus,43.984379,-63.348474,Fish,Marine
289,Sigmops bathyphilus,43.984379,-63.348474,Fish,Marine
289,Helicolenus dactylopterus,43.984379,-63.348474,Fish,Marine
289,Hemitripterus americanus,43.984379,-63.348474,Fish,Marine
289,Hippoglossoides platessoides,43.984379,-63.348474,Fish,Marine
289,Hippoglossus hippoglossus,43.984379,-63.348474,Fish,Marine
289,Illex illecebrosus,43.984379,-63.348474,Molluscs,Marine
289,Leptagonus decagonus,43.984379,-63.348474,Fish,Marine
289,Leucoraja erinaceus,43.984379,-63.348474,Fish,Marine
289,Leucoraja ocellata,43.984379,-63.348474,Fish,Marine
289,Myzopsetta ferruginea,43.984379,-63.348474,Fish,Marine
289,Liparis atlanticus,43.984379,-63.348474,Fish,Marine
289,Liparis gibbus,43.984379,-63.348474,Fish,Marine
289,Doryteuthis pealeii,43.984379,-63.348474,Molluscs,Marine
289,Lophius americanus,43.984379,-63.348474,Fish,Marine
289,Lycodes vahlii,43.984379,-63.348474,Fish,Marine
289,Malacoraja senta,43.984379,-63.348474,Fish,Marine
289,Melanogrammus aeglefinus,43.984379,-63.348474,Fish,Marine
289,Merluccius bilinearis,43.984379,-63.348474,Fish,Marine
289,Myoxocephalus octodecemspinosus,43.984379,-63.348474,Fish,Marine
289,Myoxocephalus scorpius,43.984379,-63.348474,Fish,Marine
289,Myxine glutinosa,43.984379,-63.348474,Fish,Marine
289,Nezumia bairdii,43.984379,-63.348474,Fish,Marine
289,Peprilus triacanthus,43.984379,-63.348474,Fish,Marine
289,Petromyzon marinus,43.984379,-63.348474,Fish,Marine
289,Phycis chesteri,43.984379,-63.348474,Fish,Marine
289,Pollachius virens,43.984379,-63.348474,Fish,Marine
289,Pseudopleuronectes americanus,43.984379,-63.348474,Fish,Marine
289,Rajella fyllae,43.984379,-63.348474,Fish,Marine
289,Reinhardtius hippoglossoides,43.984379,-63.348474,Fish,Marine
289,Scomber scombrus,43.984379,-63.348474,Fish,Marine
289,Squalus acanthias,43.984379,-63.348474,Fish,Marine
289,Tautogolabrus adspersus,43.984379,-63.348474,Fish,Marine
289,Triglops murrayi,43.984379,-63.348474,Fish,Marine
289,Urophycis chuss,43.984379,-63.348474,Fish,Marine
289,Urophycis regia,43.984379,-63.348474,Fish,Marine
289,Urophycis tenuis,43.984379,-63.348474,Fish,Marine
289,Venefica procera,43.984379,-63.348474,Fish,Marine
289,Zenopsis conchifer,43.984379,-63.348474,Fish,Marine
289,Zoarces americanus,43.984379,-63.348474,Fish,Marine
288,Alosa aestivalis,43.977389,-63.682015,Fish,Marine
288,Alosa pseudoharengus,43.977389,-63.682015,Fish,Marine
288,Alosa sapidissima,43.977389,-63.682015,Fish,Marine
288,Amblyraja radiata,43.977389,-63.682015,Fish,Marine
288,Ammodytes dubius,43.977389,-63.682015,Fish,Marine
288,Anarhichas lupus,43.977389,-63.682015,Fish,Marine
288,Anarhichas minor,43.977389,-63.682015,Fish,Marine
288,Anguilla rostrata,43.977389,-63.682015,Fish,Marine
288,Anoplogaster cornuta,43.977389,-63.682015,Fish,Marine
288,Anthias nicholsi,43.977389,-63.682015,Fish,Marine
288,Arctozenus risso,43.977389,-63.682015,Fish,Marine
288,Argentina silus,43.977389,-63.682015,Fish,Marine
288,Argyropelecus aculeatus,43.977389,-63.682015,Fish,Marine
288,Artediellus atlanticus,43.977389,-63.682015,Fish,Marine
288,Artediellus uncinatus,43.977389,-63.682015,Fish,Marine
288,Aspidophoroides monopterygius,43.977389,-63.682015,Fish,Marine
288,Balistes capriscus,43.977389,-63.682015,Fish,Marine
288,Bathyraja spinicauda,43.977389,-63.682015,Fish,Marine
288,Benthodesmus simonyi,43.977389,-63.682015,Fish,Marine
288,Brosme brosme,43.977389,-63.682015,Fish,Marine
288,Careproctus longipinnis,43.977389,-63.682015,Fish,Marine
288,Careproctus ranula,43.977389,-63.682015,Fish,Marine
288,Careproctus reinhardti,43.977389,-63.682015,Fish,Marine
288,Centroscyllium fabricii,43.977389,-63.682015,Fish,Marine
288,Ceratoscopelus maderensis,43.977389,-63.682015,Fish,Marine
288,Cetorhinus maximus,43.977389,-63.682015,Fish,Marine
288,Chauliodus sloani,43.977389,-63.682015,Fish,Marine
288,Chiasmodon niger,43.977389,-63.682015,Fish,Marine
288,Chlorophthalmus agassizi,43.977389,-63.682015,Fish,Marine
288,Citharichthys arctifrons,43.977389,-63.682015,Fish,Marine
288,Clupea harengus,43.977389,-63.682015,Fish,Marine
288,Conger oceanicus,43.977389,-63.682015,Fish,Marine
288,Coryphaenoides rupestris,43.977389,-63.682015,Fish,Marine
288,Cottunculus microps,43.977389,-63.682015,Fish,Marine
288,Cottunculus thomsonii,43.977389,-63.682015,Fish,Marine
288,Cryptacanthodes maculatus,43.977389,-63.682015,Fish,Marine
288,Cubiceps pauciradiatus,43.977389,-63.682015,Fish,Marine
288,Cyclopterus lumpus,43.977389,-63.682015,Fish,Marine
288,Cyttopsis rosea,43.977389,-63.682015,Fish,Marine
288,Diaphus dumerilii,43.977389,-63.682015,Fish,Marine
288,Dibranchus atlanticus,43.977389,-63.682015,Fish,Marine
288,Dipturus laevis,43.977389,-63.682015,Fish,Marine
288,Ectreposebastes imus,43.977389,-63.682015,Fish,Marine
288,Enchelyopus cimbrius,43.977389,-63.682015,Fish,Marine
288,Epigonus denticulatus,43.977389,-63.682015,Fish,Marine
288,Eumesogrammus praecisus,43.977389,-63.682015,Fish,Marine
288,Eumicrotremus spinosus,43.977389,-63.682015,Fish,Marine
288,Foetorepus agassizii,43.977389,-63.682015,Fish,Marine
288,Gadus morhua,43.977389,-63.682015,Fish,Marine
288,Gadus macrocephalus,43.977389,-63.682015,Fish,Marine
288,Gaidropsarus ensis,43.977389,-63.682015,Fish,Marine
288,Gasterosteus aculeatus,43.977389,-63.682015,Fish,Marine
288,Glyptocephalus cynoglossus,43.977389,-63.682015,Fish,Marine
288,Sigmops elongatus,43.977389,-63.682015,Fish,Marine
288,Grammatostomias dentatus,43.977389,-63.682015,Fish,Marine
288,Gymnelus viridis,43.977389,-63.682015,Fish,Marine
288,Helicolenus dactylopterus,43.977389,-63.682015,Fish,Marine
288,Hemitripterus americanus,43.977389,-63.682015,Fish,Marine
288,Hippoglossina oblonga,43.977389,-63.682015,Fish,Marine
288,Hippoglossoides platessoides,43.977389,-63.682015,Fish,Marine
288,Hippoglossus hippoglossus,43.977389,-63.682015,Fish,Marine
288,Hyperoglyphe perciformis,43.977389,-63.682015,Fish,Marine
288,Icelus bicornis,43.977389,-63.682015,Fish,Marine
288,Icelus spatula,43.977389,-63.682015,Fish,Marine
288,Illex illecebrosus,43.977389,-63.682015,Molluscs,Marine
288,Lepophidium profundorum,43.977389,-63.682015,Fish,Marine
288,Leptagonus decagonus,43.977389,-63.682015,Fish,Marine
288,Leptoclinus maculatus,43.977389,-63.682015,Fish,Marine
288,Leucoraja erinaceus,43.977389,-63.682015,Fish,Marine
288,Leucoraja ocellata,43.977389,-63.682015,Fish,Marine
288,Myzopsetta ferruginea,43.977389,-63.682015,Fish,Marine
288,Liparis atlanticus,43.977389,-63.682015,Fish,Marine
288,Liparis fabricii,43.977389,-63.682015,Fish,Marine
288,Liparis gibbus,43.977389,-63.682015,Fish,Marine
288,Liparis liparis,43.977389,-63.682015,Fish,Marine
288,Liparis tunicatus,43.977389,-63.682015,Fish,Marine
288,Doryteuthis pealeii,43.977389,-63.682015,Molluscs,Marine
288,Lophius americanus,43.977389,-63.682015,Fish,Marine
288,Lumpenus fabricii,43.977389,-63.682015,Fish,Marine
288,Lumpenus lampretaeformis,43.977389,-63.682015,Fish,Marine
288,Lycenchelys paxillus,43.977389,-63.682015,Fish,Marine
288,Lycenchelys verrillii,43.977389,-63.682015,Fish,Marine
288,Lycodes esmarkii,43.977389,-63.682015,Fish,Marine
288,Lycodes lavalaei,43.977389,-63.682015,Fish,Marine
288,Lycodes pallidus,43.977389,-63.682015,Fish,Marine
288,Lycodes reticulatus,43.977389,-63.682015,Fish,Marine
288,Lycodes vahlii,43.977389,-63.682015,Fish,Marine
288,Magnisudis atlantica,43.977389,-63.682015,Fish,Marine
288,Malacocephalus occidentalis,43.977389,-63.682015,Fish,Marine
288,Malacoraja senta,43.977389,-63.682015,Fish,Marine
288,Malacosteus niger,43.977389,-63.682015,Fish,Marine
288,Mallotus villosus,43.977389,-63.682015,Fish,Marine
288,Maurolicus muelleri,43.977389,-63.682015,Fish,Marine
288,Melanogrammus aeglefinus,43.977389,-63.682015,Fish,Marine
288,Melanostigma atlanticum,43.977389,-63.682015,Fish,Marine
288,Menidia menidia,43.977389,-63.682015,Fish,Marine
288,Merluccius albidus,43.977389,-63.682015,Fish,Marine
288,Merluccius bilinearis,43.977389,-63.682015,Fish,Marine
288,Microgadus tomcod,43.977389,-63.682015,Fish,Marine
288,Micromesistius poutassou,43.977389,-63.682015,Fish,Marine
288,Monolene sessilicauda,43.977389,-63.682015,Fish,Marine
288,Myctophum punctatum,43.977389,-63.682015,Fish,Marine
288,Myoxocephalus aenaeus,43.977389,-63.682015,Fish,Marine
288,Myoxocephalus octodecemspinosus,43.977389,-63.682015,Fish,Marine
288,Myoxocephalus scorpioides,43.977389,-63.682015,Fish,Marine
288,Myoxocephalus scorpius,43.977389,-63.682015,Fish,Marine
288,Myxine glutinosa,43.977389,-63.682015,Fish,Marine
288,Nealotus tripes,43.977389,-63.682015,Fish,Marine
288,Nemichthys scolopaceus,43.977389,-63.682015,Fish,Marine
288,Nessorhamphus ingolfianus,43.977389,-63.682015,Fish,Marine
288,Nezumia bairdii,43.977389,-63.682015,Fish,Marine
288,Omosudis lowii,43.977389,-63.682015,Fish,Marine
288,Ophichthus cruentifer,43.977389,-63.682015,Fish,Marine
288,Osmerus mordax,43.977389,-63.682015,Fish,Marine
288,Parablennius marmoreus,43.977389,-63.682015,Fish,Marine
288,Paralichthys dentatus,43.977389,-63.682015,Fish,Marine
288,Paraliparis copei,43.977389,-63.682015,Fish,Marine
288,Parasudis truculenta,43.977389,-63.682015,Fish,Marine
288,Peprilus triacanthus,43.977389,-63.682015,Fish,Marine
288,Peristedion miniatum,43.977389,-63.682015,Fish,Marine
288,Petromyzon marinus,43.977389,-63.682015,Fish,Marine
288,Pholis fasciata,43.977389,-63.682015,Fish,Marine
288,Pholis gunnellus,43.977389,-63.682015,Fish,Marine
288,Phycis chesteri,43.977389,-63.682015,Fish,Marine
288,Pollachius virens,43.977389,-63.682015,Fish,Marine
288,Polyipnus asteroides,43.977389,-63.682015,Fish,Marine
288,Polymixia lowei,43.977389,-63.682015,Fish,Marine
288,Polymixia nobilis,43.977389,-63.682015,Fish,Marine
288,Prionotus carolinus,43.977389,-63.682015,Fish,Marine
288,Pseudopleuronectes americanus,43.977389,-63.682015,Fish,Marine
288,Rajella fyllae,43.977389,-63.682015,Fish,Marine
288,Reinhardtius hippoglossoides,43.977389,-63.682015,Fish,Marine
288,Remora brachyptera,43.977389,-63.682015,Fish,Marine
288,Scomber scombrus,43.977389,-63.682015,Fish,Marine
288,Scomberesox saurus,43.977389,-63.682015,Fish,Marine
288,Scophthalmus aquosus,43.977389,-63.682015,Fish,Marine
288,Serrivomer beanii,43.977389,-63.682015,Fish,Marine
288,Sphoeroides maculatus,43.977389,-63.682015,Fish,Marine
288,Squalus acanthias,43.977389,-63.682015,Fish,Marine
288,Stenotomus chrysops,43.977389,-63.682015,Fish,Marine
288,Stephanolepis hispida,43.977389,-63.682015,Fish,Marine
288,Stomias boa,43.977389,-63.682015,Fish,Marine
288,Symphurus diomedeanus,43.977389,-63.682015,Fish,Marine
288,Synaphobranchus kaupii,43.977389,-63.682015,Fish,Marine
288,Syngnathus fuscus,43.977389,-63.682015,Fish,Marine
288,Tautogolabrus adspersus,43.977389,-63.682015,Fish,Marine
288,Trachyrincus murrayi,43.977389,-63.682015,Fish,Marine
288,Triglops murrayi,43.977389,-63.682015,Fish,Marine
288,Aspidophoroides olrikii,43.977389,-63.682015,Fish,Marine
288,Ulvaria subbifurcata,43.977389,-63.682015,Fish,Marine
288,Urophycis chuss,43.977389,-63.682015,Fish,Marine
288,Urophycis regia,43.977389,-63.682015,Fish,Marine
288,Urophycis tenuis,43.977389,-63.682015,Fish,Marine
288,Zenopsis conchifer,43.977389,-63.682015,Fish,Marine
288,Zoarces americanus,43.977389,-63.682015,Fish,Marine
119,Acipenser oxyrinchus,43.987425,-63.669701,Fish,Marine
119,Alosa aestivalis,43.987425,-63.669701,Fish,Marine
119,Alosa pseudoharengus,43.987425,-63.669701,Fish,Marine
119,Alosa sapidissima,43.987425,-63.669701,Fish,Marine
119,Amblyraja radiata,43.987425,-63.669701,Fish,Marine
119,Ammodytes dubius,43.987425,-63.669701,Fish,Marine
119,Anarhichas denticulatus,43.987425,-63.669701,Fish,Marine
119,Anarhichas lupus,43.987425,-63.669701,Fish,Marine
119,Anarhichas minor,43.987425,-63.669701,Fish,Marine
119,Anguilla rostrata,43.987425,-63.669701,Fish,Marine
119,Anotopterus pharao,43.987425,-63.669701,Fish,Marine
119,Antimora rostrata,43.987425,-63.669701,Fish,Marine
119,Apristurus profundorum,43.987425,-63.669701,Fish,Marine
119,Arctozenus risso,43.987425,-63.669701,Fish,Marine
119,Argentina silus,43.987425,-63.669701,Fish,Marine
119,Argyropelecus aculeatus,43.987425,-63.669701,Fish,Marine
119,Artediellus atlanticus,43.987425,-63.669701,Fish,Marine
119,Artediellus uncinatus,43.987425,-63.669701,Fish,Marine
119,Aspidophoroides monopterygius,43.987425,-63.669701,Fish,Marine
119,Bathylagus euryops,43.987425,-63.669701,Fish,Marine
119,Bathypterois dubius,43.987425,-63.669701,Fish,Marine
119,Bathyraja spinicauda,43.987425,-63.669701,Fish,Marine
119,Benthodesmus simonyi,43.987425,-63.669701,Fish,Marine
119,Benthodesmus tenuis,43.987425,-63.669701,Fish,Marine
119,Brevoortia tyrannus,43.987425,-63.669701,Fish,Marine
119,Brosme brosme,43.987425,-63.669701,Fish,Marine
119,Carcharias taurus,43.987425,-63.669701,Fish,Marine
119,Careproctus longipinnis,43.987425,-63.669701,Fish,Marine
119,Careproctus ranula,43.987425,-63.669701,Fish,Marine
119,Careproctus reinhardti,43.987425,-63.669701,Fish,Marine
119,Centroscyllium fabricii,43.987425,-63.669701,Fish,Marine
119,Ceratias holboelli,43.987425,-63.669701,Fish,Marine
119,Ceratoscopelus maderensis,43.987425,-63.669701,Fish,Marine
119,Cetorhinus maximus,43.987425,-63.669701,Fish,Marine
119,Chauliodus sloani,43.987425,-63.669701,Fish,Marine
119,Chiasmodon niger,43.987425,-63.669701,Fish,Marine
119,Chlorophthalmus agassizi,43.987425,-63.669701,Fish,Marine
119,Citharichthys arctifrons,43.987425,-63.669701,Fish,Marine
119,Clupea harengus,43.987425,-63.669701,Fish,Marine
119,Conger oceanicus,43.987425,-63.669701,Fish,Marine
119,Coryphaenoides rupestris,43.987425,-63.669701,Fish,Marine
119,Cottunculus microps,43.987425,-63.669701,Fish,Marine
119,Cottunculus thomsonii,43.987425,-63.669701,Fish,Marine
119,Cryptacanthodes maculatus,43.987425,-63.669701,Fish,Marine
119,Cyclopterus lumpus,43.987425,-63.669701,Fish,Marine
119,Diaphus dumerilii,43.987425,-63.669701,Fish,Marine
119,Dibranchus atlanticus,43.987425,-63.669701,Fish,Marine
119,Dipturus laevis,43.987425,-63.669701,Fish,Marine
119,Enchelyopus cimbrius,43.987425,-63.669701,Fish,Marine
119,Etmopterus princeps,43.987425,-63.669701,Fish,Marine
119,Eumesogrammus praecisus,43.987425,-63.669701,Fish,Marine
119,Eumicrotremus spinosus,43.987425,-63.669701,Fish,Marine
119,Foetorepus agassizii,43.987425,-63.669701,Fish,Marine
119,Gadus morhua,43.987425,-63.669701,Fish,Marine
119,Gadus macrocephalus,43.987425,-63.669701,Fish,Marine
119,Gaidropsarus ensis,43.987425,-63.669701,Fish,Marine
119,Gasterosteus aculeatus,43.987425,-63.669701,Fish,Marine
119,Glyptocephalus cynoglossus,43.987425,-63.669701,Fish,Marine
119,Sigmops elongatus,43.987425,-63.669701,Fish,Marine
119,Grammicolepis brachiusculus,43.987425,-63.669701,Fish,Marine
119,Gymnelus viridis,43.987425,-63.669701,Fish,Marine
119,Gymnocanthus tricuspis,43.987425,-63.669701,Fish,Marine
119,Halieutichthys aculeatus,43.987425,-63.669701,Fish,Marine
119,Harriotta raleighana,43.987425,-63.669701,Fish,Marine
119,Helicolenus dactylopterus,43.987425,-63.669701,Fish,Marine
119,Hemitripterus americanus,43.987425,-63.669701,Fish,Marine
119,Hippoglossina oblonga,43.987425,-63.669701,Fish,Marine
119,Hippoglossoides platessoides,43.987425,-63.669701,Fish,Marine
119,Hippoglossus hippoglossus,43.987425,-63.669701,Fish,Marine
119,Hyperoglyphe perciformis,43.987425,-63.669701,Fish,Marine
119,Icelus bicornis,43.987425,-63.669701,Fish,Marine
119,Icelus spatula,43.987425,-63.669701,Fish,Marine
119,Illex illecebrosus,43.987425,-63.669701,Molluscs,Marine
119,Lamna nasus,43.987425,-63.669701,Fish,Marine
119,Lampanyctus macdonaldi,43.987425,-63.669701,Fish,Marine
119,Lampanyctus pusillus,43.987425,-63.669701,Fish,Marine
119,Lepophidium profundorum,43.987425,-63.669701,Fish,Marine
119,Leptagonus decagonus,43.987425,-63.669701,Fish,Marine
119,Leptoclinus maculatus,43.987425,-63.669701,Fish,Marine
119,Leucoraja erinaceus,43.987425,-63.669701,Fish,Marine
119,Leucoraja ocellata,43.987425,-63.669701,Fish,Marine
119,Myzopsetta ferruginea,43.987425,-63.669701,Fish,Marine
119,Liparis atlanticus,43.987425,-63.669701,Fish,Marine
119,Liparis coheni,43.987425,-63.669701,Fish,Marine
119,Liparis fabricii,43.987425,-63.669701,Fish,Marine
119,Liparis gibbus,43.987425,-63.669701,Fish,Marine
119,Liparis inquilinus,43.987425,-63.669701,Fish,Marine
119,Liparis liparis,43.987425,-63.669701,Fish,Marine
119,Liparis tunicatus,43.987425,-63.669701,Fish,Marine
119,Doryteuthis pealeii,43.987425,-63.669701,Molluscs,Marine
119,Lophius americanus,43.987425,-63.669701,Fish,Marine
119,Lopholatilus chamaeleonticeps,43.987425,-63.669701,Fish,Marine
119,Lumpenus fabricii,43.987425,-63.669701,Fish,Marine
119,Lumpenus lampretaeformis,43.987425,-63.669701,Fish,Marine
119,Lycenchelys paxillus,43.987425,-63.669701,Fish,Marine
119,Lycenchelys verrillii,43.987425,-63.669701,Fish,Marine
119,Lycodes esmarkii,43.987425,-63.669701,Fish,Marine
119,Lycodes eudipleurostictus,43.987425,-63.669701,Fish,Marine
119,Lycodes lavalaei,43.987425,-63.669701,Fish,Marine
119,Lycodes pallidus,43.987425,-63.669701,Fish,Marine
119,Lycodes polaris,43.987425,-63.669701,Fish,Marine
119,Lycodes reticulatus,43.987425,-63.669701,Fish,Marine
119,Lycodes vahlii,43.987425,-63.669701,Fish,Marine
119,Macrourus berglax,43.987425,-63.669701,Fish,Marine
119,Magnisudis atlantica,43.987425,-63.669701,Fish,Marine
119,Malacocephalus occidentalis,43.987425,-63.669701,Fish,Marine
119,Malacoraja senta,43.987425,-63.669701,Fish,Marine
119,Malacosteus niger,43.987425,-63.669701,Fish,Marine
119,Mallotus villosus,43.987425,-63.669701,Fish,Marine
119,Maurolicus muelleri,43.987425,-63.669701,Fish,Marine
119,Melanogrammus aeglefinus,43.987425,-63.669701,Fish,Marine
119,Melanostigma atlanticum,43.987425,-63.669701,Fish,Marine
119,Menidia menidia,43.987425,-63.669701,Fish,Marine
119,Merluccius albidus,43.987425,-63.669701,Fish,Marine
119,Merluccius bilinearis,43.987425,-63.669701,Fish,Marine
119,Microgadus tomcod,43.987425,-63.669701,Fish,Marine
119,Micromesistius poutassou,43.987425,-63.669701,Fish,Marine
119,Myctophum punctatum,43.987425,-63.669701,Fish,Marine
119,Myoxocephalus aenaeus,43.987425,-63.669701,Fish,Marine
119,Myoxocephalus octodecemspinosus,43.987425,-63.669701,Fish,Marine
119,Myoxocephalus scorpioides,43.987425,-63.669701,Fish,Marine
